ID,school_name,cert,location,type,fees,Latitude,Longitude,fees_normalized,Latitude_normalized,Longitude_normalized
447,Lycée Al-Horreya de Méadi,0,Maadi,0,14000,29.95891452548896,31.2605343965376,-0.620890376910383,-0.4744848095273931,0.2901011752220159
448,Lycée Al-Horreya de zamalek,0,Zamalek,0,10000,29.9289553,30.934665072489047,-0.7078442530720181,-0.5371723108373451,-0.2615494169101001
449,Stanford International School,0,The 5th Settlement,1,62000,30.00380455,31.424935726802204,0.4225561370292386,-0.3805556967278593,0.5684093328019629
450,Lycée Al-Horreya De Bab El-Louk,0,Bab El Luq,0,9200,30.0458315,31.239586,-0.7252350283043452,-0.2926173591981081,0.2546385081301468
451,Saint Clare's College,0,Heliopolis,1,10000,30.0901239,31.326542634536956,-0.7078442530720181,-0.1999387322408102,0.4018437692334563
452,Wadi El Nile Private school,0,Helwan,1,5000,29.8500001,31.333333,-0.816536598274062,-0.7023803268206342,0.4133388958134753
453,Port Said Schools,0,Zamalek,0,12500,29.9289553,30.934665072489047,-0.6534980804709962,-0.5371723108373451,-0.2615494169101001
454,Ramses College for Girls,0,Downtown,0,14000,30.0445133,31.235728,-0.620890376910383,-0.2953755968654078,0.2481074607826916
455,Alomran Language School,0,Al Maryoutia,1,15200,30.0426329,31.124639,-0.5948042140618924,-0.2993101971609496,0.0600495243436193
456,Al Jazeera Language School,0,El Haram,1,17200,29.850964,31.22094695,-0.5513272759810749,-0.7003634361458457,0.2230852375076301
457,Horizon Language School,0,Al Obour,1,17000,30.2288224,31.465685617766244,-0.5556749697891566,0.0902777956744871,0.6373931242197846
458,Alam El Deen Language School,0,Sayyeda Zainab,1,10850,30.0273241,31.2404117,-0.6893665543876707,-0.3313427482162942,0.2560363012340342
459,Collège Saint Vincent de Paul El Helmiah El Guedida,0,New Helmeiya,0,16500,30.1081344,31.3357763,-0.566544204309361,-0.1622530703481559,0.417475056514368
460,Egyptian Japanese School Hadayiq October,0,October,0,16000,31.08086685,29.724904831435097,-0.5774134388295654,1.8731188639521203,-2.3095020901597803
461,Egyptian Japanese School October,0,October,0,16000,31.08086685,29.724904831435097,-0.5774134388295654,1.8731188639521203,-2.3095020901597803
462,Egyptian Japanese School in Zayed,0,Sheikh Zayed,0,16000,30.056131850653067,30.972691160621636,-0.5774134388295654,-0.2710646242886201,-0.1971766377414677
463,Egyptian Japanese School Obour City,0,Al Obour,0,16000,30.2288224,31.465685617766244,-0.5774134388295654,0.0902777956744871,0.6373931242197846
464,Bright Language School,0,Helwan,1,17000,29.8500001,31.333333,-0.5556749697891566,-0.7023803268206342,0.4133388958134753
465,EJS,0,El Shorouk,0,16000,30.11952805,31.60687795516707,-0.5774134388295654,-0.138412686037714,0.8764117454388799
466,Egyptian Japanese School New Cairo,0,New Cairo,0,16000,30.0277688,31.4756825,-0.5774134388295654,-0.3304122457958376,0.6543164293508484
467,Agyal Integrated Language School,0,New Cairo,1,25500,30.0277688,31.4756825,-0.370897982945682,-0.3304122457958376,0.6543164293508484
468,Sphinx International School,1,New Cairo,1,82370,30.0277688,31.4756825,0.8653687513823656,-0.3304122457958376,0.6543164293508484
469,Egyptian Japanese School Elsherouk 1,0,El Shorouk,0,16000,30.11952805,31.60687795516707,-0.5774134388295654,-0.138412686037714,0.8764117454388799
470,Nile Egyptian Schools Jasmine Branch,0,New Cairo,0,39950,30.0277688,31.4756825,-0.056777105311775,-0.3304122457958376,0.6543164293508484
471,Noor International School,0,Maadi,1,28000,29.95891452548896,31.2605343965376,-0.31655181034466,-0.4744848095273931,0.2901011752220159
472,Tajan Azharian Language Institutes,0,New Cairo,1,27000,30.0277688,31.4756825,-0.3382902793850688,-0.3304122457958376,0.6543164293508484
473,collège Saint Vincent de Paul Abbassieh,0,Abbasiya,1,8000,30.066667,31.283333,-0.7513211911528357,-0.2490205901820088,0.3286959804757419
474,Nile Egyptian Schools Sherouk Branch,0,El Shorouk,0,45377,30.11952805,31.60687795516707,0.0611975661705234,-0.138412686037714,0.8764117454388799
475,Manaret Al Salem Language School,0,Nasr City,1,16350,30.0521177,31.3422045,-0.5698049746654223,-0.2794639427027482,0.4283570882818516
476,Nile Egyptian Schools Sheikh Zayed Branch,0,Sheikh Zayed,0,35000,30.056131850653067,30.972691160621636,-0.1643825270617985,-0.2710646242886201,-0.1971766377414677
477,Al Shrouk Modern School,0,El Shorouk,1,21500,30.11952805,31.60687795516707,-0.4578518591073171,-0.138412686037714,0.8764117454388799
478,Manaret Al Farouk Islamic Language School,0,The 1st Settlement,0,31000,30.0645714,31.447989244439903,-0.2513364032234337,-0.2534054808325888,0.6074356716348563
479,Nile Egyptian Schools ElAndalus Branch,0,The 3rd Settlement,0,39950,29.9808967,31.4347388067753,-0.056777105311775,-0.4284887074597948,0.5850045581661992
480,Al Sarh Private Schools Maadi,0,Maadi,1,17648,29.95891452548896,31.2605343965376,-0.5415884418509718,-0.4744848095273931,0.2901011752220159
481,Modern School Helmeya,0,Helmeiya Al Zaytun,1,7000,29.1797446,31.1542228,-0.7730596601932445,-2.104841233219305,0.1101307059189891
482,International Public School 6 October 2,2,October,0,15460,31.08086685,29.724904831435097,-0.5891522121113861,1.8731188639521203,-2.3095020901597803
483,International Public School Mostafa El Nahas,2,Nasr City,0,15460,30.0521177,31.3422045,-0.5891522121113861,-0.2794639427027482,0.4283570882818516
484,International Public School,2,Nasr City,0,15460,30.0521177,31.3422045,-0.5891522121113861,-0.2794639427027482,0.4283570882818516
485,International Public School El Obour,2,Al Obour,0,15460,30.2288224,31.465685617766244,-0.5891522121113861,0.0902777956744871,0.6373931242197846
486,International Public School El Shorouk,2,El Shorouk,0,15750,30.11952805,31.60687795516707,-0.5828480560896676,-0.138412686037714,0.8764117454388799
487,International public school 6 October,2,October,0,15460,31.08086685,29.724904831435097,-0.5891522121113861,1.8731188639521203,-2.3095020901597803
488,The Egyptian International School In El-Marag,2,Zahraa al Maadi,0,16050,29.96051175,31.32331893333732,-0.576326515377545,-0.4711427333557288,0.3963864998791616
489,Zoser Princes School,0,The 1st Settlement,1,22500,30.0645714,31.447989244439903,-0.4361133900669083,-0.2534054808325888,0.6074356716348563
490,St. Joseph School Heliopolis,0,Heliopolis,1,11000,30.0901239,31.326542634536956,-0.6861057840316094,-0.1999387322408102,0.4018437692334563
491,Pioneer Language School Heliopolis,0,Heliopolis,1,14000,30.0901239,31.326542634536956,-0.620890376910383,-0.1999387322408102,0.4018437692334563
492,Badr Al Islam Language School,0,Nasr City,1,15500,30.0521177,31.3422045,-0.5882826733497698,-0.2794639427027482,0.4283570882818516
493,Egyptian International School Fifth Settlement,2,The 5th Settlement,0,20005,30.00380455,31.424935726802204,-0.4903508703227282,-0.3805556967278593,0.5684093328019629
494,Alsun Modern School,0,Nasr City,1,16400,30.0521177,31.3422045,-0.5687180512134019,-0.2794639427027482,0.4283570882818516
495,Sahara International School,2,Downtown,1,47000,30.0445133,31.235728,0.0964791014231068,-0.2953755968654078,0.2481074607826916
496,Sahara Language School,0,Downtown,1,13500,30.0445133,31.235728,-0.6317596114305873,-0.2953755968654078,0.2481074607826916
497,Newcastle international school New Capital,0,New Capital,1,75650,29.95213615,31.71293543787288,0.7192862394308185,-0.4886680674524036,1.0559520360308874
498,Manarat El Mostaqbal American School,1,Mokattam,1,50200,30.0163466,31.2804433,0.1660422023524149,-0.3543123689057108,0.3238041278267177
499,Thebes Language School Nasr City,0,Nasr City,1,25000,30.0521177,31.3422045,-0.3817672174658864,-0.2794639427027482,0.4283570882818516
500,Future Integrated Language Schools,0,El Haram,1,22800,29.850964,31.22094695,-0.4295918493547857,-0.7003634361458457,0.2230852375076301
501,Greatness Language School,0,Kerdasa,1,4700,30.03142255,31.115599860932907,-0.8230581389861846,-0.3227670395472408,0.0447475426879827
502,Brilliant Minds School,0,Mokattam,1,27000,30.0163466,31.2804433,-0.3382902793850688,-0.3543123689057108,0.3238041278267177
503,Royal Gardens Language School,0,Kerdasa,1,17900,30.03142255,31.115599860932907,-0.5361103476527888,-0.3227670395472408,0.0447475426879827
504,Creative Mind Language School,0,El Haram,1,30000,29.850964,31.22094695,-0.2730748722638424,-0.7003634361458457,0.2230852375076301
505,Al Hayat Modern Language Schools,0,El Haram,1,20000,29.850964,31.22094695,-0.4904595626679303,-0.7003634361458457,0.2230852375076301
506,Bloom Language School,0,Al Maryoutia,1,15750,30.0426329,31.124639,-0.5828480560896676,-0.2993101971609496,0.0600495243436193
507,Winners Language School,0,Abu Rawash,1,15950,30.0323187,31.0757089,-0.5785003622815859,-0.3208919108220489,-0.0227822018917157
508,El-Quadah Language Schools,0,October,1,50000,31.08086685,29.724904831435097,0.1616945085443332,1.8731188639521203,-2.3095020901597803
509,Genius Modern School,0,Kerdasa,0,14000,30.03142255,31.115599860932907,-0.620890376910383,-0.3227670395472408,0.0447475426879827
510,Zewail Smart Language School,0,Shubramant,1,13500,29.9407683,31.1901228,-0.6317596114305873,-0.5124544671385054,0.1709043191314836
511,Valley Language School,0,Al Maryoutia,0,7500,30.0426329,31.124639,-0.7621904256730401,-0.2993101971609496,0.0600495243436193
512,Eagles Language School Giza,0,El Haram,1,9000,29.850964,31.22094695,-0.7295827221124269,-0.7003634361458457,0.2230852375076301
513,Delta Language School,0,October,1,12000,31.08086685,29.724904831435097,-0.6643673149912006,1.8731188639521203,-2.3095020901597803
514,Riyad Al-Salheen Private School,0,October,1,10000,31.08086685,29.724904831435097,-0.7078442530720181,1.8731188639521203,-2.3095020901597803
515,Thebes International Schools October,0,October,0,18000,31.08086685,29.724904831435097,-0.5339365007487479,1.8731188639521203,-2.3095020901597803
516,Smart School,0,October,1,34900,31.08086685,29.724904831435097,-0.1665563739658394,1.8731188639521203,-2.3095020901597803
517,Rising Stars Language School,0,October,1,20000,31.08086685,29.724904831435097,-0.4904595626679303,1.8731188639521203,-2.3095020901597803
518,Zahret El-Madain Private School,0,October,1,13000,31.08086685,29.724904831435097,-0.6426288459507917,1.8731188639521203,-2.3095020901597803
519,New Egyptian Language School,0,Heliopolis,1,19200,30.0901239,31.326542634536956,-0.5078503379002574,-0.1999387322408102,0.4018437692334563
520,Elsayeda Khadiga Private Language School,0,Heliopolis,1,10376,30.0901239,31.326542634536956,-0.6996705887128244,-0.1999387322408102,0.4018437692334563
521,Al-Faisalia Islamic School For Girls,0,October,1,24775,31.08086685,29.724904831435097,-0.3866583729999783,1.8731188639521203,-2.3095020901597803
522,Taher Abu Zeid Private School,0,Al Obour,1,12250,30.2288224,31.465685617766244,-0.6589326977310984,0.0902777956744871,0.6373931242197846
523,Pioneer Integrated School,0,Cairo-Ismailia Desert Road,0,19000,30.1490863,31.4249067,-0.5121980317083391,-0.0765641967876298,0.5683601945387355
524,Highlands School Of Egypt,0,October,1,72000,31.08086685,29.724904831435097,0.6399408274333265,1.8731188639521203,-2.3095020901597803
525,El-Massria Integrated Schools Qibaa Campus,0,Gesr El Suez,1,10000,30.0883271,31.3019009,-0.7078442530720181,-0.2036984056140516,0.3601288042297327
526,St. Joseph's School Obour City,0,Al Obour,1,14000,30.2288224,31.465685617766244,-0.620890376910383,0.0902777956744871,0.6373931242197846
527,Safwa Language School,0,Al Obour,1,19700,30.2288224,31.465685617766244,-0.4969811033800529,0.0902777956744871,0.6373931242197846
528,Manarat Al Bayan Language School,0,Al Obour,1,14000,30.2288224,31.465685617766244,-0.620890376910383,0.0902777956744871,0.6373931242197846
529,Eagles Language School,0,Al Obour,1,42000,30.2288224,31.465685617766244,-0.012213243778937,0.0902777956744871,0.6373931242197846
530,Om Elmomineen schools,0,October,1,10530,31.08086685,29.724904831435097,-0.6963228644806014,1.8731188639521203,-2.3095020901597803
531,Nile Sons International School,0,Al Obour,1,59000,30.2288224,31.465685617766244,0.3573407299080122,0.0902777956744871,0.6373931242197846
532,Saint Joseph Maronite School,0,El Daher,1,13500,30.06207115,31.2548915439843,-0.6317596114305873,-0.2586370721902415,0.280548625403369
533,Golf Language School,0,Al Obour,1,16500,30.2288224,31.465685617766244,-0.566544204309361,0.0902777956744871,0.6373931242197846
534,Modern Avenue School,0,Al Obour,1,22500,30.2288224,31.465685617766244,-0.4361133900669083,0.0902777956744871,0.6373931242197846
535,stanford integrated school,0,Al Obour,1,20000,30.2288224,31.465685617766244,-0.4904595626679303,0.0902777956744871,0.6373931242197846
536,Geel 2000 Language School,0,October,1,12200,31.08086685,29.724904831435097,-0.6600196211831189,1.8731188639521203,-2.3095020901597803
537,Al Resala Language School,0,Al Obour,1,24500,30.2288224,31.465685617766244,-0.3926364519860907,0.0902777956744871,0.6373931242197846
538,Green Valley School,0,Al Obour,0,60000,30.2288224,31.465685617766244,0.379079198948421,0.0902777956744871,0.6373931242197846
539,Cairo British School,2,Cairo-Ismailia Desert Road,1,76000,30.1490863,31.4249067,0.7268947035949616,-0.0765641967876298,0.5683601945387355
540,Rajac Schools,0,Cairo-Ismailia Desert Road,0,30000,30.1490863,31.4249067,-0.2730748722638424,-0.0765641967876298,0.5683601945387355
541,Menese schools Heliopolis,0,Heliopolis,1,11000,30.0901239,31.326542634536956,-0.6861057840316094,-0.1999387322408102,0.4018437692334563
542,Nefertari International School,0,Cairo-Ismailia Desert Road,0,43000,30.1490863,31.4249067,0.0095252252614717,-0.0765641967876298,0.5683601945387355
543,Oxford Modern School,2,Al Obour,1,73999,30.2288224,31.465685617766244,0.6833960270451036,0.0902777956744871,0.6373931242197846
544,New Generation International Schools,1,Cairo-Ismailia Desert Road,1,76300,30.1490863,31.4249067,0.7334162443070842,-0.0765641967876298,0.5683601945387355
545,Leaders Language School,0,The 5th Settlement,1,50000,30.00380455,31.424935726802204,0.1616945085443332,-0.3805556967278593,0.5684093328019629
546,The Continental School of Cairo (CSC),0,Al Obour,0,30000,30.2288224,31.465685617766244,-0.2730748722638424,0.0902777956744871,0.6373931242197846
547,New Castle Language School,0,Al Obour,1,12000,30.2288224,31.465685617766244,-0.6643673149912006,0.0902777956744871,0.6373931242197846
548,Seeds Language School,0,Cairo-Ismailia Desert Road,1,39600,30.1490863,31.4249067,-0.0643855694759181,-0.0765641967876298,0.5683601945387355
549,Bardy Language School,0,Cairo-Ismailia Desert Road,1,19000,30.1490863,31.4249067,-0.5121980317083391,-0.0765641967876298,0.5683601945387355
550,Qaitbay Private Language Schools,0,The 5th Settlement,0,40000,30.00380455,31.424935726802204,-0.0556901818597546,-0.3805556967278593,0.5684093328019629
551,Futures Language Schools ElSherouk,0,El Shorouk,1,20000,30.11952805,31.60687795516707,-0.4904595626679303,-0.138412686037714,0.8764117454388799
552,Talent Language School,0,October,1,29900,31.08086685,29.724904831435097,-0.2752487191678833,1.8731188639521203,-2.3095020901597803
553,Uptown International School,2,Mokattam,1,111350,30.0163466,31.2804433,1.495349584173412,-0.3543123689057108,0.3238041278267177
554,Falcon International Language School,0,New Heliopolis,0,36000,31.124639,31.6925603,-0.1426440580213897,1.9647089056064104,1.0214598146315192
555,Memphis International School (MIS),0,El Shorouk,0,27000,30.11952805,31.60687795516707,-0.3382902793850688,-0.138412686037714,0.8764117454388799
556,Mena language schools,0,El Shorouk,1,17500,30.11952805,31.60687795516707,-0.5448057352689523,-0.138412686037714,0.8764117454388799
557,Amgad Schools Alshorouk,0,El Shorouk,0,22500,30.11952805,31.60687795516707,-0.4361133900669083,-0.138412686037714,0.8764117454388799
558,Utopia International School,0,Badr City,1,75000,30.5726337,30.70326411716084,0.7051562345545528,0.8096779459576311,-0.6532784463284121
559,Ramses International School,0,New Heliopolis,1,84500,31.124639,31.6925603,0.9116716904384362,1.9647089056064104,1.0214598146315192
560,Renaissance International School of Egypt,2,El Shorouk,1,77350,30.11952805,31.60687795516707,0.7562416367995134,-0.138412686037714,0.8764117454388799
561,Sunrise Star School,0,El Shorouk,0,24000,30.11952805,31.60687795516707,-0.4035056865062951,-0.138412686037714,0.8764117454388799
562,Royal Youssef School,0,El Shorouk,1,14500,30.11952805,31.60687795516707,-0.6100211423901786,-0.138412686037714,0.8764117454388799
563,New Generation Modern School,0,Salam City,0,8900,30.17479935,31.4091625423734,-0.7317565690164678,-0.0227615089927893,0.541707566517692
564,Millennium Language School ElShorouk,0,El Shorouk,1,27000,30.11952805,31.60687795516707,-0.3382902793850688,-0.138412686037714,0.8764117454388799
565,Manaret Al Shorouk Language School,0,El Shorouk,1,24180,30.11952805,31.60687795516707,-0.3995927620790215,-0.138412686037714,0.8764117454388799
566,El Alsson International School,0,Abu Nomros,1,66300,29.94945675,31.216428103427862,0.5160315539029964,-0.4942745171609207,0.215435470551046
567,Collège De La Salle Egypte,0,El Daher,0,20500,30.06207115,31.2548915439843,-0.4795903281477259,-0.2586370721902415,0.280548625403369
568,Aton Language Schools,0,Mokattam,1,17600,30.0163466,31.2804433,-0.5426318883649114,-0.3543123689057108,0.3238041278267177
569,Paradise Language School,0,Mokattam,1,16000,30.0163466,31.2804433,-0.5774134388295654,-0.3543123689057108,0.3238041278267177
570,Amgad International School Maadi,0,Maadi,1,17000,29.95891452548896,31.2605343965376,-0.5556749697891566,-0.4744848095273931,0.2901011752220159
571,Lavanda Language School,0,Mokattam,1,32300,30.0163466,31.2804433,-0.2230763934709022,-0.3543123689057108,0.3238041278267177
572,Elshorfa School,0,El Daher,1,3000,30.06207115,31.2548915439843,-0.8600135363548796,-0.2586370721902415,0.280548625403369
573,Amal Language School,0,Maadi,0,33000,29.95891452548896,31.2605343965376,-0.2078594651426161,-0.4744848095273931,0.2901011752220159
574,El Hossary Azhar Language School,0,October,1,18000,31.08086685,29.724904831435097,-0.5339365007487479,1.8731188639521203,-2.3095020901597803
575,New Ramses College,0,Ghamrah,0,15000,30.06207115,31.2548915439843,-0.5991519078699742,-0.2586370721902415,0.280548625403369
576,Le Collège du Sacré-Cœur du Caire,0,Ghamrah,0,12000,30.06207115,31.2548915439843,-0.6643673149912006,-0.2586370721902415,0.280548625403369
577,Six October Language Schools,0,October,1,9681,31.08086685,29.724904831435097,-0.7147788246959086,1.8731188639521203,-2.3095020901597803
578,AL-Retaj Language School,0,Mokattam,1,18000,30.0163466,31.2804433,-0.5339365007487479,-0.3543123689057108,0.3238041278267177
579,Al Retaj International School,1,Nasr City,1,57000,30.0521177,31.3422045,0.3138637918271947,-0.2794639427027482,0.4283570882818516
580,Virginia International School,0,Mokattam,0,31300,30.0163466,31.2804433,-0.244814862511311,-0.3543123689057108,0.3238041278267177
581,Elkholafaa Elrashedeen,0,Maadi,1,12000,29.95891452548896,31.2605343965376,-0.6643673149912006,-0.4744848095273931,0.2901011752220159
582,City Language School,0,October,1,27913,31.08086685,29.724904831435097,-0.3184430571511756,1.8731188639521203,-2.3095020901597803
583,Ecole Franco City,0,October,1,26500,31.08086685,29.724904831435097,-0.3491595139052732,1.8731188639521203,-2.3095020901597803
584,Badr Tigers' Modern Language Schools,0,October,1,32500,31.08086685,29.724904831435097,-0.2187286996628205,1.8731188639521203,-2.3095020901597803
585,El-Khalil Language School (KLS),0,October,1,29500,31.08086685,29.724904831435097,-0.2839441067840468,1.8731188639521203,-2.3095020901597803
586,Anglo American School,0,October,1,35000,31.08086685,29.724904831435097,-0.1643825270617985,1.8731188639521203,-2.3095020901597803
587,Royal International Language Schools,0,October,0,30500,31.08086685,29.724904831435097,-0.2622056377436381,1.8731188639521203,-2.3095020901597803
588,Sheraton Heliopolis Language Schools,0,Sheraton,0,22760,30.10062255,31.37713650062093,-0.430461388116402,-0.1779710703641664,0.4874920157045581
589,Own Heliopolis Language School,0,Sheraton,1,14507,30.10062255,31.37713650062093,-0.6098689731068957,-0.1779710703641664,0.4874920157045581
590,Pioneers Language School,0,October,0,20000,31.08086685,29.724904831435097,-0.4904595626679303,1.8731188639521203,-2.3095020901597803
591,Masters Language School,0,October,1,38500,31.08086685,29.724904831435097,-0.0882978854203678,1.8731188639521203,-2.3095020901597803
592,Solaimaneyah International School,1,October,1,63800,31.08086685,29.724904831435097,0.4616853813019744,1.8731188639521203,-2.3095020901597803
593,Patriarchal College Heliopolis,0,Heliopolis,1,28000,30.0901239,31.326542634536956,-0.31655181034466,-0.1999387322408102,0.4018437692334563
